Boomnummer,Maatregel,Boomsoort in veld gemuteerd,Diameter afgestorven tak,Kroonsterfte,Leeftijd,Mate van hergroei,Netto ontbladering,Risicoprofiel,Straat,LAT,LON
1994549,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05073881,5.064111729
1994477,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,29,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06954276,5.17123126
1994233,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Ernstige sterfte,15,Minimaal,26-50%,Categorie II,Fideliodreef,52.11240317,5.120612759
1994123,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Gaasterland,52.06571673,5.135120191
1994032,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05048181,5.0641009
1993998,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,34,Minimaal,51-75%,Categorie I,Landgoed Amelisweerd,52.0705479,5.169910846
1993768,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,6-25%,Categorie I,Overste den Oudenlaan,52.08056187,5.101276095
1993671,Bomen rooien,Fraxinus excelsior,>10 cm,Geen sterfte,48,Goed,1-5%,Categorie I,Landgoed Amelisweerd,52.07074453,5.173829038
1993669,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,22,Minimaal,76-99%,Categorie I,Australiëlaan,52.06449132,5.10342665
1993632,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,36,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07148414,5.154215448
1993605,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05054887,5.064104206
1993432,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Lichte sterfte,47,Minimaal,6-25%,Categorie I,Nedereindseweg,52.04286266,5.058420204
1993300,Bomen rooien,Fraxinus excelsior 'Pendula',4-10 cm,Boom is afstervend,17,Minimaal,76-99%,Categorie II,Meentweg,52.07576795,5.042414402
1992999,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04926855,5.06405382
1992763,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Bostondreef,52.12565941,5.096485885
1992476,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,37,Matig,26-50%,Categorie III,Biltsestraatweg,52.09831546,5.145934976
1992470,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05193906,5.064103505
1992449,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04728493,5.063880813
1992399,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05287005,5.064461998
1992143,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Boom is afstervend,17,Minimaal,76-99%,Categorie I,St.-Laurensdreef,52.12759827,5.088272592
1992047,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Lichte sterfte,37,Minimaal,26-50%,Categorie I,Marelaan,52.0763293,5.030826881
1992027,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,47,Matig,51-75%,Categorie I,Reviuskade,52.08438292,5.111976723
1991661,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,26,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.06828446,5.160710425
1991449,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,4,Goed,26-50%,Categorie II,Bruisdreef,52.10982078,5.112337763
1991415,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is dood,3,Niet van toepassing,100%,Categorie II,Sorbonnelaan,52.08334838,5.163440691
1991251,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,66,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.06891044,5.165657219
1991167,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,9,Minimaal,26-50%,Categorie III,Merwedeplantsoen,52.08085142,5.1070934
1991164,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,8,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.06865948,5.173239122
1991125,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ottawadreef,52.12618733,5.097200927
1991021,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,15,Minimaal,26-50%,Categorie II,Kloosterpark,52.0756214,5.027045809
1990846,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie II,Landgoed Amelisweerd,52.07335544,5.156492776
1990667,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,35,Minimaal,76-99%,Categorie III,Landgoed Amelisweerd,52.07191631,5.155228636
1990465,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,23,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.06982116,5.16577814
1990366,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,43,Minimaal,1-5%,Categorie I,Landgoed Amelisweerd,52.06731698,5.161460558
1990076,Bomen rooien,Fraxinus excelsior,< 4 cm,Boom is afstervend,37,Minimaal,76-99%,Categorie I,Parkweg,52.10704064,4.996421342
1990035,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Matig,51-75%,Categorie II,Mytylweg,52.07414825,5.153240789
1990002,Bomen rooien,Fraxinus excelsior,< 4 cm,Geen sterfte,73,Minimaal,1-5%,Categorie I,Landgoed Amelisweerd,52.07553062,5.169909409
1989765,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,37,Matig,6-25%,Categorie I,Park de Koppel,52.06173454,5.14003477
1989554,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,17,Minimaal,26-50%,Categorie II,Proostwetering,52.11496629,5.037148336
1989467,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,65,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.06941716,5.165546785
1989454,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,37,Minimaal,1-5%,Categorie I,Verlengde Hoogravenseweg,52.0605128,5.11515488
1989425,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,47,Minimaal,26-50%,Categorie I,Krikkelaan,52.07837956,5.101497622
1989404,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,24,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.07149342,5.153003362
1989119,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,29,Matig,6-25%,Categorie III,Landgoed Amelisweerd,52.06992489,5.16501776
1989014,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,47,Minimaal,26-50%,Categorie I,2e Polderweg,52.12485491,5.080144215
1988996,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05254188,5.064360706
1988793,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,23,Matig,1-5%,Categorie III,Landgoed Amelisweerd,52.07623944,5.186342118
1988675,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,Manitobadreef,52.12675997,5.079541146
1988395,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,4,Minimaal,6-25%,Categorie III,Parkweg,52.10692953,5.000037249
1988377,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,12,Minimaal,26-50%,Categorie I,Ringkade,52.0458722,5.063921916
1988214,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Matig,51-75%,Categorie III,Einthovendreef-zuid,52.12013546,5.140986979
1988189,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,54,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.06758582,5.161979852
1987986,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,18,Minimaal,76-99%,Categorie III,C.H. Letschertweg,52.07037985,5.052994009
1987944,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,43,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.07809231,5.171083951
1987859,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Matig,6-25%,Categorie I,Ariënslaan,52.10104915,5.147243113
1987831,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,37,Minimaal,76-99%,Categorie III,Mytylweg,52.07690785,5.156886692
1987475,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,42,Niet van toepassing,51-75%,Categorie I,Jekerstraat,52.07803372,5.111351757
1987366,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,49,Matig,51-75%,Categorie II,Landgoed Amelisweerd,52.07538772,5.160232504
1987082,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,47,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04481472,5.05359791
1986787,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,24,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.07160733,5.153787456
1986754,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,14,Minimaal,51-75%,Categorie I,Nedereindseplas,52.03528766,5.059403553
1986743,Bomen rooien,Fraxinus excelsior,>10 cm,Matige sterfte,23,Goed,6-25%,Categorie I,Mytylweg,52.07967255,5.159133597
1986670,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04818023,5.064008756
1986613,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,27,Minimaal,6-25%,Categorie I,Park Transwijk,52.07069049,5.104953779
1986293,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,39,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.0733171,5.156649042
1986207,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,25,Goed,1-5%,Categorie III,Landgoed Amelisweerd,52.0696728,5.165269868
1986117,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,29,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.06688931,5.162486497
1986085,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Lichte sterfte,37,Minimaal,26-50%,Categorie I,Marelaan,52.07721281,5.031088686
1985948,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,108,Minimaal,76-99%,Categorie III,Landgoed Amelisweerd,52.06866848,5.16036429
1985896,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Minimaal,51-75%,Categorie II,C.H. Letschertweg,52.07255201,5.038963992
1985889,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,42,Minimaal,51-75%,Categorie I,Zandweg,52.08249329,5.056174209
1985826,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Matig,26-50%,Categorie II,Park de Koppel,52.05960574,5.142591564
1985696,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,26,Matig,1-5%,Categorie I,Landgoed Amelisweerd,52.06752184,5.167123949
1985669,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,38,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07820027,5.171139154
1985432,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04429079,5.06374719
1985267,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Australiëlaan,52.06429086,5.10285656
1985264,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,76-99%,Categorie I,C.H. Letschertweg,52.0721907,5.042422129
1985192,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,17,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03051021,5.053654444
1985029,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,59,Minimaal,6-25%,Categorie I,Postmalaan,52.07782433,5.102523013
1984943,Bomen rooien,Fraxinus ornus 'Rotterdam',< 4 cm,Ernstige sterfte,37,Matig,26-50%,Categorie II,Katherijn van Leemputdreef,52.11163026,5.127692634
1984899,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,8,Minimaal,51-75%,Categorie III,Utrechtseweg,52.10142714,5.02323791
1984856,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,28,Minimaal,26-50%,Categorie III,Mytylweg,52.07459555,5.153266894
1984811,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,32,Niet van toepassing,100%,Categorie I,Havanadreef,52.12297347,5.093492254
1984700,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Lichte sterfte,57,Minimaal,6-25%,Categorie I,Koningin Wilhelminalaan,52.07630678,5.105964817
1984682,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,27,Matig,26-50%,Categorie I,Vechtzoom,52.11394839,5.100496976
1984644,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,5,Minimaal,51-75%,Categorie I,Ds. Martin Luther Kinglaan,52.07989879,5.085260155
1984630,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04709427,5.063872423
1984485,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,6,Minimaal,26-50%,Categorie III,Parkweg,52.1041797,5.002119546
1984470,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,Livingstonelaan,52.06630114,5.103454114
1984307,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,19,Minimaal,26-50%,Categorie II,Esdoornlaan,52.09092532,5.024566594
1984306,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,37,Matig,26-50%,Categorie I,Vestadreef,52.11281529,5.134836973
1984226,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,31,Minimaal,76-99%,Categorie III,Landgoed Amelisweerd,52.07024993,5.160125835
1984037,Bomen rooien,Fraxinus exelsior 'Atlas',< 4 cm,Matige sterfte,10,Minimaal,6-25%,Categorie III,Veldhuizerweg,52.08252188,5.002867387
1983953,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Minimaal,51-75%,Categorie I,St.-Laurensdreef,52.12817184,5.087335423
1983720,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04680958,5.04505649
1983647,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Nedereindseplas,52.0297884,5.062313549
1983542,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,23,Minimaal,6-25%,Categorie III,Landgoed Amelisweerd,52.06837614,5.160712878
1983449,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Matig,51-75%,Categorie II,Park Bloeyendael,52.09710669,5.151505619
1983407,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04889064,5.064037887
1982952,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04824928,5.063916855
1982726,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,28,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06709365,5.162176294
1982478,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04798562,5.063905347
1982429,Bomen rooien,Fraxinus ornus,< 4 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie I,Nieuwegracht aan de Werf,52.0864956,5.126542258
1981785,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,29,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07084147,5.153295558
1981556,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,37,Minimaal,6-25%,Categorie I,Ringkade,52.05345443,5.064551969
1981540,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,37,Minimaal,51-75%,Categorie III,Mytylweg,52.07687934,5.15682922
1981516,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,43,Minimaal,51-75%,Categorie II,Landgoed Amelisweerd,52.07642963,5.16759623
1981460,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,32,Minimaal,26-50%,Categorie II,Olympus,52.06378348,5.126122558
1981196,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',>10 cm,Geen sterfte,42,Niet van toepassing,0%,Categorie II,Weg tot de Wetenschap,52.07997558,5.150402703
1981179,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.0448513,5.063783665
1980940,Bomen rooien,Fraxinus excelsior 'Pendula',< 4 cm,Matige sterfte,42,Minimaal,51-75%,Categorie III,Mauritspark,52.07443474,5.034398407
1980848,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,18,Minimaal,51-75%,Categorie I,Ringkade,52.04575336,5.063817528
1980840,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,24,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.06709422,5.162007118
1980802,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,37,Matig,51-75%,Categorie III,C.H. Letschertweg,52.07025069,5.052868522
1980777,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Minimaal,51-75%,Categorie I,Utrechtseslag,52.12095673,5.040124212
1980760,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.07247834,5.154730979
1980619,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Boom is afstervend,47,Minimaal,76-99%,Categorie I,Nedereindseweg,52.04515728,5.050887286
1980592,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,6,Minimaal,26-50%,Categorie III,Hampoort,52.10617413,5.001974498
1980469,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,43,Minimaal,76-99%,Categorie I,Wevelaan,52.10459888,5.138478808
1980249,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05113506,5.064034518
1980049,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,68,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07735756,5.170071063
1980047,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,53,Minimaal,6-25%,Categorie I,Landgoed Amelisweerd,52.07675524,5.170593283
1979960,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',>10 cm,Boom is afstervend,18,Niet van toepassing,76-99%,Categorie I,Ringkade,52.04760961,5.06389086
1979891,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,52,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.06774733,5.162778247
1979616,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie III,Park de Koppel,52.0597839,5.142600943
1979566,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04882081,5.063939115
1979550,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Heijcopperkade,52.05981799,5.065225849
1979509,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,42,Matig,51-75%,Categorie I,Zandweg,52.08208042,5.050132685
1979482,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Minimaal,51-75%,Categorie I,Overste den Oudenlaan,52.08230413,5.09950715
1979364,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,38,Minimaal,1-5%,Categorie I,Mauritspark,52.07385519,5.036989244
1979329,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,47,Matig,6-25%,Categorie I,Heijcopperkade,52.05898737,5.064984525
1979278,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,29,Goed,1-5%,Categorie III,Landgoed Amelisweerd,52.06996343,5.16495923
1979059,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04837234,5.063921215
1979052,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05260735,5.06427582
1979010,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16,Minimaal,51-75%,Categorie III,Meentpark,52.07774898,5.044745664
1978920,Bomen rooien,Fraxinus angustifolia 'Raywood',4-10 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Hollantlaan,52.06220839,5.101402226
1978890,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,27,Minimaal,51-75%,Categorie I,Landgoed Amelisweerd,52.07984565,5.161088092
1978872,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,49,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.06916038,5.164738615
1978844,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,42,Matig,51-75%,Categorie I,Agavedreef,52.12035362,5.097846052
1978576,Bomen rooien,Fraxinus excelsior,< 4 cm,Boom is dood,5,Niet van toepassing,100%,Categorie I,Attleeplantsoen,52.07974028,5.085805358
1978498,Bomen rooien,Fraxinus excelsior,>10 cm,Matige sterfte,23,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.07065082,5.167248581
1978281,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Lichte sterfte,52,Minimaal,1-5%,Categorie I,Albert Schweitzerdreef,52.11803714,5.128651626
1978140,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,44,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.06834765,5.167501997
1978133,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,37,Matig,51-75%,Categorie II,Oudenrijnsepad,52.07033169,5.056087111
1977980,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Belo Horizontedreef,52.11599272,5.101055738
1977623,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,14,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03570886,5.059537609
1977254,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04459431,5.063776191
1977095,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,28,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07619581,5.186263983
1977012,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,12,Matig,26-50%,Categorie II,Sartreweg,52.10501761,5.143980137
1977004,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Minimaal,51-75%,Categorie I,Reijerscop,52.07462884,5.016124505
1976963,Bomen rooien,Fraxinus excelsior,< 4 cm,Boom is afstervend,34,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.06806818,5.163238956
1976917,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Minimaal,51-75%,Categorie II,C.H. Letschertweg,52.07274146,5.037714705
1976644,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,11,Matig,26-50%,Categorie I,Máximapark,52.10517124,5.025202896
1976619,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Matig,26-50%,Categorie III,2e Polderweg,52.12719948,5.076965124
1976603,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,22,Minimaal,26-50%,Categorie III,Waterlinieweg,52.06377401,5.125415931
1976526,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,57,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.06866485,5.170860678
